icd10parent,icd10parentdesc,icd10children1,icd10children1desc,icd10children2,icd10children2desc
I00-I99,Diseases of the circulatory system,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,I28,Other diseases of pulmonary vessels
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I30,Acute pericarditis
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I31,Other diseases of pericardium
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I32,Pericarditis in diseases classified elsewhere
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I33,Acute and subacute endocarditis
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I34,Nonrheumatic mitral valve disorders
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I35,Nonrheumatic aortic valve disorders
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I36,Nonrheumatic tricuspid valve disorders
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I37,Nonrheumatic pulmonary valve disorders
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I38,"Endocarditis, valve unspecified"
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I39,Endocarditis and heart valve disorders in diseases classified elsewhere
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I40,Acute myocarditis
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I41,Myocarditis in diseases classified elsewhere
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I42,Cardiomyopathy
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I43,Cardiomyopathy in diseases classified elsewhere
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I44,Atrioventricular and left bundle-branch block
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I45,Other conduction disorders
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I46,Cardiac arrest
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I47,Paroxysmal tachycardia
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I48,Atrial fibrillation and flutter
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I49,Other cardiac arrhythmias
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I50,Heart failure
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I51,Complications and ill-defined descriptions of heart disease
I00-I99,Diseases of the circulatory system,I30-I52,Other forms of heart disease,I52,Other heart disorders in diseases classified elsewhere
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I60,Nontraumatic subarachnoid hemorrhage
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I61,Nontraumatic intracerebral hemorrhage
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I62,Other and unspecified nontraumatic intracranial hemorrhage
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I63,Cerebral infarction
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I67,Other cerebrovascular diseases
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I68,Cerebrovascular disorders in diseases classified elsewhere
I00-I99,Diseases of the circulatory system,I60-I69,Cerebrovascular diseases,I69,Sequelae of cerebrovascular disease
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I70,Atherosclerosis
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I71,Aortic aneurysm and dissection
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I72,Other aneurysm
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I73,Other peripheral vascular diseases
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I74,Arterial embolism and thrombosis
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I75,Atheroembolism
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I76,Septic arterial embolism
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I77,Other disorders of arteries and arterioles
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I78,Diseases of capillaries
I00-I99,Diseases of the circulatory system,I70-I79,"Diseases of arteries, arterioles and capillaries",I79,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80,Phlebitis and thrombophlebitis
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I81,Portal vein thrombosis
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I82,Other venous embolism and thrombosis
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I83,Varicose veins of lower extremities
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I85,Esophageal varices
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I86,Varicose veins of other sites
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I87,Other disorders of veins
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I88,Nonspecific lymphadenitis
I00-I99,Diseases of the circulatory system,I80-I89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I89,Other noninfective disorders of lymphatic vessels and lymph nodes
I00-I99,Diseases of the circulatory system,I95-I99,Other and unspecified disorders of the circulatory system,I95,Hypotension
I00-I99,Diseases of the circulatory system,I95-I99,Other and unspecified disorders of the circulatory system,I96,"Gangrene, not elsewhere classified"
I00-I99,Diseases of the circulatory system,I95-I99,Other and unspecified disorders of the circulatory system,I97,"Intraoperative and postprocedural complications and disorders of circulatory system, not elsewhere classified"
I00-I99,Diseases of the circulatory system,I95-I99,Other and unspecified disorders of the circulatory system,I99,Other and unspecified disorders of circulatory system
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J00,Acute nasopharyngitis [common cold]
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J01,Acute sinusitis
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J02,Acute pharyngitis
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J03,Acute tonsillitis
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J04,Acute laryngitis and tracheitis
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J05,Acute obstructive laryngitis [croup] and epiglottitis
J00-J99,Diseases of the respiratory system,J00-J06,Acute upper respiratory infections,J06,Acute upper respiratory infections of multiple and unspecified sites
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J09,Influenza due to certain identified influenza viruses
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J10,Influenza due to other identified influenza virus
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J11,Influenza due to unidentified influenza virus
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J12,"Viral pneumonia, not elsewhere classified"
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J13,Pneumonia due to Streptococcus pneumoniae
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J14,Pneumonia due to Hemophilus influenzae
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J15,"Bacterial pneumonia, not elsewhere classified"
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J16,"Pneumonia due to other infectious organisms, not elsewhere classified"
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J17,Pneumonia in diseases classified elsewhere
J00-J99,Diseases of the respiratory system,J09-J18,Influenza and pneumonia,J18,"Pneumonia, unspecified organism"
J00-J99,Diseases of the respiratory system,J20-J22,Other acute lower respiratory infections,J20,Acute bronchitis
J00-J99,Diseases of the respiratory system,J20-J22,Other acute lower respiratory infections,J21,Acute bronchiolitis
J00-J99,Diseases of the respiratory system,J20-J22,Other acute lower respiratory infections,J22,Unspecified acute lower respiratory infection
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J30,Vasomotor and allergic rhinitis
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J31,"Chronic rhinitis, nasopharyngitis and pharyngitis"
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J32,Chronic sinusitis
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J33,Nasal polyp
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J34,Other and unspecified disorders of nose and nasal sinuses
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J35,Chronic diseases of tonsils and adenoids
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J36,Peritonsillar abscess
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J37,Chronic laryngitis and laryngotracheitis
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J38,"Diseases of vocal cords and larynx, not elsewhere classified"
J00-J99,Diseases of the respiratory system,J30-J39,Other diseases of upper respiratory tract,J39,Other diseases of upper respiratory tract
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J40,"Bronchitis, not specified as acute or chronic"
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J41,Simple and mucopurulent chronic bronchitis
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J42,Unspecified chronic bronchitis
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J43,Emphysema
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J44,Other chronic obstructive pulmonary disease
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J45,Asthma
J00-J99,Diseases of the respiratory system,J40-J47,Chronic lower respiratory diseases,J47,Bronchiectasis
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J60,Coalworker's pneumoconiosis
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J61,Pneumoconiosis due to asbestos and other mineral fibers
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J62,Pneumoconiosis due to dust containing silica
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J63,Pneumoconiosis due to other inorganic dusts
J00-J99,Diseases of the respiratory system,J60-J70,Lung diseases due to external agents,J64,Unspecified pneumoconiosis
